Packet_ID,Timestamp,Epoch_MS,Hardware_ID,Source_URL,Temperature_C,Pressure_hPa,Altitude_m,AQI,Humidity_Pct,Pitch,Roll,Heading,Battery_V,Battery_Pct,RSSI_dBm,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Latitude,Longitude,GPS_Fix,GPS_Status,GPS_Sats,HDOP,PenDrive_Logged
1,"1789636370",1789636742690,"Arnav Shinde","https://script.googleusercontent.com/macros/echo?user_content_key=AUkAhnRvlKIVw5pT9-yZBYW8s9_b6QbXsUMyfn8wDHU4PbKNV0X5G8uqG4v7OQit-LGejgPRvE_LtgRm5iGyGffGV-vtxREfWc7VRYjCKkHcKwsBhA6x8n49JTs2eAeHm9HJZBEDdg4KW0iF_mwptlTXXJz6gRQSdDDDz7NqTK2_3vUfLIDovmmiKOQNHbTkz5Ci00h48czAIrU8FXIMkxI2v9a07W-WlBGPKSTRX2WA7D8JLSxxcmHtOBGBr1_jL-0EcI1V1CjagMbswTG2hgapReCSXifFLw&lib=MCIUMIg7IsFUEqiwfTAa6hSOBNEf84duc",28.40,944.63,587.69,35,65.80,0.00,0.00,0.00,4.12,91,-74,0.000,0.000,0.000,0.00,0.00,0.00,18.481817,73.954033,0,"NO_FIX",0,99.99,1
